Volume3d,BaryCenterX,BaryCenterY,BaryCenterZ,Anisotropy,Elongation,Flatness,EigenVal1,EigenVal2,EigenVal3,EigenVec1X,EigenVec1Y,EigenVec1Z,EigenVec2X,EigenVec2Y,EigenVec2Z,EigenVec3X,EigenVec3Y,EigenVec3Z,ExtentMin1,ExtentMin2,ExtentMin3,ExtentMax1,ExtentMax2,ExtentMax3,BinMom2x,BinMom2y,BinMom2z,BinMomxy,BinMomxz,BinMomyz,VoxelFaceArea,BorderVoxelCount,GreyMass,index
2.35E+07,1900.36,1072.44,477.074,0.497114,0.626331,0.802908,9826.05,6154.36,4941.38,0.5538,0.13859,0.821035,0.56445,0.662416,-0.492545,-0.612129,0.736205,0.288619,-239.073,-214.117,-185.604,247.063,172.468,184.873,6825.94,5567.45,8528.4,828.435,1883.78,160.054,684864,0,1.41E+09,60
3.45E+07,2543.67,1830.38,450.228,0.516581,0.700734,0.689875,12037.3,8434.94,5819.05,0.907015,0.386647,0.166814,-0.21597,0.0870549,0.972511,-0.361497,0.91811,-0.162464,-256.095,-230.367,-169.011,248.842,221.19,180.941,11056.7,6768.48,8466.13,2131.52,391.414,622.531,863592,0,2.10E+09,61
1.19E+07,2338.76,2310.78,441.583,0.594055,0.463736,0.87538,7420.17,3441,3012.18,0.824625,0.0350931,-0.56459,0.521797,0.338241,0.783148,-0.218451,0.940405,-0.260611,-206.855,-128.97,-131.336,184.727,149.712,157.736,6126.4,3066.67,4680.28,203.245,-1877.02,26.2538,492392,0,7.38E+08,62
1.97E+07,2441.29,1054.88,512.521,0.363768,0.959696,0.662952,7040.12,6756.38,4479.15,0.723615,-0.424552,0.544185,-0.547731,0.126517,0.827033,0.419967,0.896521,0.14099,-199.674,-199.431,-151.035,191.77,214.142,176.333,6503.31,4977.2,6795.14,-944.566,-23.103,-353.398,633800,0,1.24E+09,63
2.80E+07,3027,2284.52,473.77,0.543526,0.846481,0.539262,10483.8,8874.35,4785.6,-0.273331,-0.0404483,0.961069,0.91316,-0.324975,0.246029,0.302372,0.944857,0.125762,-263.599,-243.076,-171.333,207.418,231.799,193.538,8620.76,5226.73,10296.3,-1150.36,-578.275,-548.419,787672,0,1.79E+09,64
2.14E+07,2649.68,2441.84,467.518,0.499099,0.700812,0.714743,8979.02,6292.61,4497.6,0.905749,-0.0911094,-0.413907,0.0489633,0.992575,-0.111341,0.420978,0.0805803,0.903485,-187.988,-177.996,-153.62,256.813,211.879,179.058,8178.37,6303.25,5287.6,-282.58,-1689.85,-29.3755,680080,0,1.39E+09,65
2.30E+07,1881.16,3180.63,499.969,0.642456,0.606191,0.58982,10877.4,6593.76,3889.13,0.946549,0.103964,-0.305346,-0.263215,0.796129,-0.544882,0.186447,0.596129,0.78094,-245.308,-196.328,-163.963,239.341,224.079,158.197,10337.7,5678.92,5343.68,120.927,-1631.87,-1395.1,681048,0,1.52E+09,66
2.95E+07,1649.33,1169.84,489.616,0.499832,0.667652,0.749145,11097,7408.97,5550.39,0.436369,0.746127,-0.502868,0.891801,-0.284441,0.351831,0.119474,-0.601986,-0.789518,-240.875,-192.518,-193.639,243.275,199.15,203.765,8084.71,8788.62,7183.07,1334.46,-633.984,-2267.13,785064,0,1.97E+09,67
2.73E+07,2150.88,1818.88,509.608,0.61509,0.765615,0.502746,10970.2,8398.96,4222.55,0.969999,-0.0563079,0.236497,0.187294,0.793293,-0.579316,-0.154991,0.606231,0.78004,-256.387,-212.462,-164.392,238.117,186.818,164.384,10717.9,6872.22,6001.58,251.98,1094.78,-2009.2,764104,0,1.86E+09,68
1.70E+07,2461.4,2660.02,548.22,0.501326,0.740107,0.673787,7409.53,5483.85,3694.94,0.941644,-0.29024,0.170493,-0.0423192,0.400404,0.915361,0.333941,0.869159,-0.364756,-188.472,-170.294,-148.304,197.51,169.886,144.165,6991.85,4294.66,5301.81,-1045.52,527.058,471.846,593360,0,1.17E+09,69
