,Volume3d,BaryCenterX,BaryCenterY,BaryCenterZ,Anisotropy,Elongation,Flatness,VoxelFaceArea,GreyMass,EqDiameter
2913,2576.0,2940.12,2229.47,2116.79,0.714628,0.455879,0.625981,1368.0,7510000.0,17.007836756888913
2914,1840000.0,2482.06,2724.86,2198.23,0.711266,0.506517,0.570038,150432.0,5370000000.0,152.03365401328347
2915,206512.0,3129.74,906.759,2161.66,0.898464,0.142931,0.710383,34944.0,602000000.0,73.33571942861715
2916,910352.0,3111.77,1193.68,2232.79,0.81917,0.23309,0.775795,100528.0,2660000000.0,120.24589045865055
2917,7480.0,2179.24,1293.23,2129.49,0.874281,0.172596,0.728401,3512.0,21800000.0,24.264293945487758
2919,179392.0,1507.18,2039.92,2152.11,0.779039,0.355737,0.621136,26824.0,524000000.0,69.97369641751152
2920,134800.0,1196.4,2384.65,2146.95,0.297279,0.799049,0.879447,21448.0,394000000.0,63.61561889330693
2924,539632.0,1069.42,1973.5,2162.88,0.548279,0.616572,0.732633,54344.0,1580000000.0,101.01046204100871
2926,1140000.0,3308.84,739.214,2192.82,0.506877,0.715081,0.689605,86712.0,3330000000.0,129.60907456386047
2927,923056.0,2510.24,918.438,2181.96,0.459299,0.804794,0.67185,79640.0,2700000000.0,120.80265401496692
2929,2910000.0,2372.05,2580.84,2290.36,0.584077,0.761642,0.546087,187656.0,8520000000.0,177.13244699303314
2930,9840000.0,1090.02,2740.54,2255.9,0.559919,0.554256,0.794003,394344.0,28800000000.0,265.867647049019
2931,3210000.0,3180.7,3072.47,2218.9,0.45063,0.786768,0.698261,193704.0,9400000000.0,183.0215110817774
2933,740968.0,3039.97,1144.16,2182.8,0.417085,0.734644,0.793465,77048.0,2170000000.0,112.27083261338828
2934,1060000.0,1213.39,1479.13,2181.67,0.500232,0.671945,0.743763,83120.0,3110000000.0,126.50346298338894
2937,3390000.0,1771.58,2646.82,2236.79,0.461622,0.817968,0.658189,198712.0,9960000000.0,186.38045114344771
2938,637480.0,3003.72,2872.0,2180.81,0.340198,0.77967,0.846258,62200.0,1870000000.0,106.77985182990055
2939,3540000.0,2857.4,733.533,2230.27,0.640896,0.786481,0.456596,196688.0,10400000000.0,189.08984821809946
2940,2950000.0,2348.62,892.127,2214.64,0.31568,0.951693,0.719055,166320.0,8670000000.0,177.94035986887675
2942,7256.0,1039.0,1540.36,2139.37,0.783655,0.356678,0.606555,3056.0,21400000.0,24.01962469217846
2943,8464.0,3188.28,3154.07,2144.23,0.744106,0.369896,0.691799,3432.0,24900000.0,25.284770193103814
