,Volume3d,BaryCenterX,BaryCenterY,BaryCenterZ,Anisotropy,Elongation,Flatness,VoxelFaceArea,GreyMass,EqDiameter
251,12800000,2135.59,3280.24,1198.78,0.543222,0.646254,0.706809,445568,3230000000,290.2265343
252,3060000,896.474,831.39,1154.61,0.605015,0.723282,0.5461,169608,773000000,180.1251137
253,4640000,2142.63,2234.82,1200.44,0.801029,0.367514,0.541398,239856,1180000000,206.9377802
254,9136,3089.1,3098.36,1073.05,0.528435,0.745795,0.632298,3104,2330000,25.93696501
255,116000000,3059.26,3019.76,1477.22,0.659458,0.610792,0.557542,1970000,29700000000,605.0897399
256,14600000,3040.64,1882.12,1255.56,0.54955,0.726036,0.620424,476608,3760000000,303.2387826
257,4030000,1390.75,2315.11,1192.86,0.539807,0.722433,0.637005,205536,1040000000,197.4401511
258,235160,743.832,1341.93,1122.66,0.620231,0.545408,0.696302,28888,60900000,76.58110168
259,21500000,2391.84,2322.15,1290.58,0.346299,0.748356,0.873516,706056,5600000000,344.9953799
260,188000000,1756.74,2756.14,1494.41,0.656742,0.625221,0.549019,2680000,49100000000,710.7547034
261,15300000,1209.29,1245.62,1265.34,0.620312,0.647375,0.586504,489256,4000000000,308.0096119
262,13900000,2917.04,1687.43,1276.94,0.834061,0.350834,0.472984,509880,3650000000,298.3129174
263,4350000,1767.63,3142.02,1218.46,0.72752,0.530285,0.513836,215856,1150000000,202.5335048
264,9900000,1459.87,3118.82,1254.6,0.620244,0.754213,0.503513,369040,2620000000,266.4069338
265,11100000,853.973,1396.15,1285.27,0.594493,0.708184,0.572601,406632,2950000000,276.7630569
266,8410000,1462.13,1266.78,1293.11,0.780804,0.413709,0.529831,358280,2240000000,252.3088347
267,1700000,1821.37,1601.79,1212.44,0.602238,0.544094,0.731055,110200,456000000,148.0755768
268,6350000,1225.28,1070.61,1271.55,0.764997,0.627955,0.374235,275688,1710000000,229.7515064
269,14900000,1385.86,2569.74,1334.63,0.781906,0.512012,0.425955,539960,4030000000,305.3016949
270,7610000,2732.95,2999.56,1320.07,0.727941,0.456115,0.59647,322672,2060000000,244.0405592
271,11200000,1988.99,3090.77,1327.52,0.731226,0.467817,0.574528,425608,3050000000,277.5916938
272,6340000,2043.12,2577.97,1286.4,0.785199,0.399911,0.537121,285808,1730000000,229.6308386
273,13200000,2874.01,1490.9,1309.01,0.642746,0.688839,0.518632,448432,3600000000,293.2187714
274,11100000,1735.75,1410.02,1327.86,0.7923,0.732017,0.283737,428728,3060000000,276.7630569
275,131368,3064.54,759.374,1202.67,0.44613,0.666257,0.831317,19112,36300000,63.07108787
276,12000000,996.005,2261.33,1352.79,0.602355,0.855135,0.465009,436448,3320000000,284.0496169
277,3290000,1434.46,1034.46,1282.98,0.624733,0.875949,0.428412,170808,915000000,184.5294803
278,15400000,2610.11,2792.84,1335.84,0.719859,0.637239,0.439618,510912,4300000000,308.6792001
279,20300000,2106.18,2311.72,1381.73,0.650957,0.698503,0.499701,591600,5690000000,338.4536005
280,5680,1205.51,3435.82,1197.09,0.441108,0.747128,0.748054,2216,1600000,22.13688817
281,2740000,3175.87,3356.35,1290.89,0.757101,0.478675,0.50744,164616,772000000,173.613695
282,6240000,970.556,1713.77,1337.46,0.809853,0.470742,0.403931,295224,1770000000,228.4171223
283,38560,1564.08,3239.19,1216.18,0.291091,0.845094,0.838852,8328,11000000,41.91596486
284,2020000,2142.47,2875.71,1257.72,0.682183,0.655148,0.485108,127816,577000000,156.8378628
285,7944,2340.86,3326.32,1211.69,0.621463,0.475417,0.79622,2952,2270000,24.75598463
286,6070000,2257.95,2558.34,1332.85,0.63414,0.647074,0.565407,270256,1740000000,226.323694
287,19800000,2908.7,2753.71,1401.92,0.739164,0.423242,0.616281,616264,5700000000,335.6517038
288,25000000,3171.25,2093.06,1418.09,0.569715,0.676957,0.635617,702512,7210000000,362.7831679
289,185000000,2995.18,1165.47,1687.78,0.642906,0.677045,0.52743,2640000,53600000000,706.9538035
290,32400000,1311.3,2314.68,1480.65,0.629219,0.6333,0.585474,848448,9420000000,395.532459
291,10048,1530.08,951.059,1242.72,0.821907,0.231076,0.770712,3504,2930000,26.77279225
292,4064,1011.81,1663.65,1233,0.382366,0.646377,0.955532,1736,1190000,19.79938462
293,6560000,2970.45,2329.91,1339.4,0.69885,0.331012,0.909787,292216,1930000000,232.2567827
294,13600000,986.766,1527.77,1391.49,0.728449,0.810869,0.334889,460368,4000000000,296.1511536
295,1880000,3385.79,2931.19,1354.81,0.871215,0.26247,0.490664,130152,558000000,153.1274589
296,4432,1568.41,937.477,1259.44,0.540074,0.52766,0.871633,1832,1320000,20.37982153
297,674352,1369.43,3379.14,1322.11,0.734011,0.336553,0.790334,62344,201000000,108.800112
298,5590000,1378.95,2136.92,1401.33,0.813224,0.582528,0.32063,271336,1670000000,220.1934496
299,17700000,2644.19,2316.61,1448.45,0.649209,0.947352,0.370286,560680,5300000000,323.3390922
300,8980000,2341.77,1573.51,1436.49,0.782622,0.490059,0.443575,364368,2700000000,257.8848948
301,16600000,1596.71,3140.2,1453.77,0.699171,0.674653,0.445903,527584,5000000000,316.4971633
302,67100000,2282.77,2647.85,1605.45,0.757243,0.60862,0.398864,1490000,20300000000,504.1672518
303,12900000,2549.08,2545.71,1401.52,0.799671,0.645645,0.310278,470640,3920000000,290.9803728
304,7340000,1949.24,1501.91,1398.72,0.76399,0.892218,0.264521,315176,2240000000,241.1195804
