Volume3d,BaryCenterX,BaryCenterY,BaryCenterZ,Anisotropy,Elongation,Flatness,EigenVal1,EigenVal2,EigenVal3,EigenVec1X,EigenVec1Y,EigenVec1Z,EigenVec2X,EigenVec2Y,EigenVec2Z,EigenVec3X,EigenVec3Y,EigenVec3Z,ExtentMin1,ExtentMin2,ExtentMin3,ExtentMax1,ExtentMax2,ExtentMax3,BinMom2x,BinMom2y,BinMom2z,BinMomxy,BinMomxz,BinMomyz,VoxelFaceArea,BorderVoxelCount,GreyMass,index
889624,1932.33,2057.34,1419.09,0.495251,0.661622,0.762896,1043.33,690.288,526.618,0.235104,0.971858,-0.0147681,0.808971,-0.204077,-0.551288,0.538787,-0.117663,0.834184,-76.1847,-70.5448,-55.2929,71.0123,64.7975,58.6628,662.29,1021.47,576.473,91.0409,-74.7868,10.9976,73664,0,1.50E+09,1688
4.52E+06,2177.65,3059.81,1480.87,0.299985,0.798516,0.876644,2614.31,2087.57,1830.05,-0.387761,0.749525,-0.536521,-0.745864,0.0868645,0.66041,0.541598,0.656253,0.52536,-121.512,-102.534,-104.92,123.697,112.204,99.8301,2091.23,2272.58,2168.12,-244.617,36.3126,-300.604,221168,0,7.64E+09,1689
142864,1297.09,3209.75,1395.88,0.400445,0.85371,0.702294,266.941,227.89,160.046,0.703688,0.602737,0.376205,0.26467,-0.713749,0.648469,0.659373,-0.35675,-0.661783,-36.0293,-38.0239,-34.7357,37.1997,36.8211,31.3245,217.731,233.443,203.704,32.5221,39.9427,-7.16261,21624,0,2.41E+08,1690
248120,3004.55,3391.63,1401.21,0.565348,0.580051,0.749334,492.331,285.577,213.993,-0.133043,0.988943,0.0655037,-0.114592,-0.0809968,0.990105,0.984463,0.124221,0.124101,-52.0631,-37.2595,-37.3388,49.371,44.9724,34.835,219.859,486.679,285.362,-35.9572,-10.5475,12.2898,30920,0,4.20E+08,1691
187848,1494.05,768.468,1396.03,0.415251,0.813319,0.718966,333.012,270.845,194.728,0.542628,0.799406,-0.257885,0.783573,-0.592349,-0.187444,0.302602,0.100359,0.947819,-38.9074,-37.8736,-31.7031,40.2875,43.5025,33.9846,282.18,309.806,206.599,24.6553,-30.5306,-20.0565,26408,0,3.18E+08,1692
6.67E+06,2151.53,1124.11,1481.03,0.423713,0.646583,0.89128,3839.31,2482.43,2212.54,0.0750702,0.996569,-0.0348531,-0.441221,0.0645401,0.895075,0.894253,-0.0518155,0.444552,-145.299,-119.891,-114.828,137.047,120.53,115.075,2274.25,3829.29,2430.74,114.017,-110.842,-40.9124,287824,0,1.13E+10,1693
1.31E+06,2526.23,1212.82,1439.65,0.420308,0.902267,0.642484,1168.78,1054.55,677.533,-0.379501,0.783595,-0.491892,0.173845,0.58259,0.793956,0.908712,0.215794,-0.357317,-75.8245,-73.5974,-65.043,79.3426,76.5239,71.1787,759.677,1107.13,1034.05,-107.9,143.741,-14.9577,95304,0,2.22E+09,1694
2.35E+06,2165.75,1341.76,1450.35,0.579244,0.506339,0.830976,2313.24,1171.29,973.312,-0.246668,0.902297,0.353575,0.292051,-0.278674,0.914903,0.924046,0.328939,-0.194777,-108.685,-82.327,-75.5187,118.201,81.5951,76.013,1071.73,2079.58,1306.54,-314.339,-63.9645,377.002,143776,0,3.98E+09,1695
3.83E+06,1956.66,2730.9,1460.72,0.497578,0.658555,0.762915,2748.11,1809.78,1380.71,-0.373236,0.922545,0.0980097,0.539109,0.129698,0.83219,0.755021,0.363441,-0.545761,-117.793,-99.5455,-86.0579,120.01,101.53,95.1296,1695.9,2551.71,1691,-440.832,142.479,169.949,192024,0,6.49E+09,1696
2.12E+06,2067.75,3211.29,1452.34,0.459841,0.692894,0.77957,1786.65,1237.96,965.077,-0.209323,0.825954,-0.523434,-0.477601,0.380744,0.79179,0.853277,0.415732,0.314778,-101.281,-91.083,-74.4183,104.033,77.5032,75.4959,1063.32,1565.11,1361.25,-191.665,-13.1764,-272.928,136496,0,3.59E+09,1697
